society_name,square_footage,bedrooms,bathrooms,age_of_house,lot_size,garage_size,has_pool,school_district_rating,distance_to_city_center,nearby_amenities,price
Sunset Heights,1331.8952108656217,1,2,20,5098.580143802512,1,0,1,3.045951847586943,10,334721.5542255101
Pinewood Estates,3539.3568752035544,4,2,45,2529.3215106755233,3,1,6,28.08695674278854,9,653572.7600967609
Pinewood Estates,1382.4659869959473,2,3,68,2153.2438844100234,2,0,7,23.224187136164318,3,199325.85180505668
Pinewood Estates,2191.8618716811015,4,4,5,8614.868487782025,0,0,6,20.08054742493318,5,487424.35899711656
Mountain Ridge,3391.886097338661,5,4,37,6197.885101291457,3,1,6,24.892995067115265,5,659110.7561974033
Mountain Ridge,1449.7522820463214,4,4,61,8201.952414679594,1,0,2,19.778074071534732,10,408540.05184731085
River View,1687.7541856979244,3,3,85,3875.4048000921175,1,0,6,29.099387518054442,7,286686.3267436266
River View,3166.7577051791986,5,3,61,4760.669964105869,1,1,4,21.704780488078374,4,622009.8034716932
River View,3160.109609638223,2,2,81,2240.8309776905517,2,0,9,27.815099677885158,4,341347.8972266002
Pinewood Estates,2923.442898655892,3,1,77,9691.938596592896,1,0,1,15.996824868308503,7,382016.5062792149
Mountain Ridge,3081.8453334013,4,4,73,7342.943253606507,3,0,8,4.394867976474017,9,658186.3749328592
Pinewood Estates,2628.1733300427886,5,4,45,9465.64070207445,3,0,5,16.317153921267497,4,424945.7458922957
River View,1755.3971767208582,2,1,12,4123.971259432579,1,0,1,4.679312013829706,4,284702.81769008964
Mountain Ridge,2037.0879805117584,3,4,94,6891.708889805287,3,0,4,18.182310896115748,6,386045.202043246
Maple Grove,1544.793150404277,2,3,93,7427.999746341103,1,0,1,14.992298755302226,6,299713.3790062787
Sunset Heights,3725.351684000885,4,3,2,4540.397602060708,1,1,6,19.05468653715067,7,693829.546616748
Sunset Heights,2750.1753842983617,2,4,93,8784.87388012504,0,1,2,1.2913624505901162,1,481205.9792700291
River View,2202.5542502909198,1,3,5,9577.291703201983,2,0,5,6.650374258005559,3,383420.1475235836
Pinewood Estates,2386.017410932398,3,3,92,9078.840941568034,2,0,7,15.248582525451795,9,422948.5716354178
Maple Grove,3841.850018835446,2,4,7,7912.535807514981,0,1,2,28.56460328608491,6,550002.7713988828
Mountain Ridge,1460.0542093482406,4,2,43,4219.7174377996325,0,1,6,12.124662170299594,6,367598.6711580163
Pinewood Estates,2758.6894960503914,4,1,32,4252.928336845054,2,1,6,13.306788755555406,5,573088.6992405729
River View,2517.666036653398,2,3,80,9706.882563568302,1,1,5,21.726186581192042,3,353729.99210179225
Pinewood Estates,2834.3627063039435,4,2,74,2082.275967485536,1,1,5,18.50998996129742,5,459728.6721450929
River View,1054.3305514625215,5,3,76,7728.399785937156,2,0,3,9.668858352851665,1,318865.5197693959
Sunset Heights,3616.3717268324544,5,3,49,7649.969300442098,1,1,10,12.913675471455406,3,682886.4495602066
Sunset Heights,3796.354847450837,5,1,10,6981.51632759838,0,1,10,7.313294166859741,4,627570.3166544941
Pinewood Estates,2695.399550767627,1,3,94,9920.870768694927,1,1,2,29.014622314776048,5,417668.9793782091
Maple Grove,3089.952471630677,2,1,27,4495.035486109802,1,0,7,4.788397065163432,10,500522.9596551428
Mountain Ridge,3767.498143531887,1,1,69,4719.7749103459855,3,0,1,11.783266752426163,9,510229.0771214046
River View,3121.715902940196,4,1,40,2631.5152235724445,3,0,6,1.7493301943803246,4,466999.5521216958
Mountain Ridge,1457.617128742784,1,2,15,5542.385092349899,3,0,6,7.431605266072846,3,368561.6749554384
Sunset Heights,2728.8650805004395,4,4,67,4088.388209878785,1,0,3,23.633663013024492,10,556555.8932206058
Maple Grove,2820.145139148568,4,2,98,4747.093617421154,2,0,2,6.834081736377504,1,440472.7716907029
Maple Grove,2272.392013907158,3,4,47,8676.57432204502,0,1,2,3.3218386733400025,10,421742.326784267
Mountain Ridge,3209.3327068741687,5,4,55,9483.876108219967,1,0,9,14.759142215491176,6,496786.8535843607
Sunset Heights,3803.1010443070445,4,1,63,3485.8645760414847,2,0,5,1.2891078073010362,7,584644.843058996
Mountain Ridge,3776.705538720329,3,3,58,4980.071452427726,1,1,7,3.458218478363662,10,599662.6090992518
Pinewood Estates,2352.5181142123965,5,1,89,9429.044496923154,0,0,5,24.42115021732628,8,277935.8632179528
Maple Grove,1339.7141375222657,4,3,61,2494.467685513781,1,1,7,23.372727000928585,1,255256.56831932208
Maple Grove,3954.523596887004,4,4,75,2738.884224891028,0,1,4,27.539025791741985,4,573922.9562836942
Pinewood Estates,3516.694259337802,1,1,10,3302.327913649835,1,0,8,25.780947641411736,5,413514.4749242356
Sunset Heights,1373.9880436098006,1,3,100,6761.702673014998,0,1,10,20.812091333954726,2,292412.61477846495
Maple Grove,3762.525647852117,5,2,88,3203.7781680479798,1,1,10,2.517652861719222,1,637069.053412725
River View,3609.689086186385,4,3,17,9744.611051605869,0,1,7,23.702609921613067,8,579942.3844621629
River View,2556.5141713782164,2,1,18,5573.716218068163,3,1,10,25.519813514376253,6,450724.01123632275
Sunset Heights,2773.8263072347877,1,2,86,6012.143682801331,1,0,5,24.17338222738668,5,331766.6742846986
Pinewood Estates,2197.008111610391,5,3,54,3973.268926443252,1,1,6,15.745892023932756,9,544980.9412582591
Mountain Ridge,1164.284916466094,4,3,81,5767.682019477868,2,0,5,7.754153320834968,2,309576.6157296418
Sunset Heights,2005.5917249377028,4,3,25,7295.309061096093,2,1,7,25.514569294973075,10,532298.9832666488
Mountain Ridge,3408.560345794034,2,3,5,8009.417095632342,0,1,2,22.087721482464016,8,564005.0650449761
Sunset Heights,1013.8960690138085,5,3,3,8030.944661679304,1,1,5,29.442074057276695,10,396746.64790109184
River View,2000.4975150734326,4,2,28,6623.128901552706,0,0,10,5.5150853349220545,9,395382.9888045145
Pinewood Estates,2194.50608077283,1,4,58,9234.878199950857,3,0,3,7.544272908509597,1,421196.46184977534
River View,2612.186808813769,2,2,97,8539.262778448876,2,0,9,7.142146346563578,7,358468.52483858756
Pinewood Estates,3759.5668492382815,5,2,16,8056.384917589004,0,1,6,23.983653261018766,8,542270.0139281388
Mountain Ridge,2039.0379830978839,2,2,42,2444.844173443685,0,1,10,6.420311597053427,3,279937.2443661705
Sunset Heights,2040.8596056886831,1,4,79,2055.0236977571944,2,1,3,2.9331350648758767,4,362311.97142419254
Maple Grove,3212.503744329245,5,1,65,3699.5782175637837,1,1,7,29.95826339098323,3,529556.3782333332
Maple Grove,2356.6538226694215,2,4,33,7308.188751307618,0,0,4,1.719699131909325,7,395047.67902289185
Pinewood Estates,1673.814468819946,3,2,7,5289.579911060367,2,1,3,25.222077744607105,9,402721.00751555373
Pinewood Estates,2357.31854839808,1,3,12,5219.250074394494,1,0,8,11.59563840496893,3,330819.6245006956
River View,1422.5710611393995,1,3,7,9076.695105836909,3,1,4,25.406848332976644,6,314390.8801699558
Maple Grove,1529.1609595186699,1,2,93,9164.502785054709,2,0,1,17.083994245123204,8,183807.82429307385
River View,2495.103318218439,3,3,95,9273.402112428685,0,0,6,27.147305655104443,6,345975.6196633364
Mountain Ridge,2256.776348513644,3,2,99,4511.024612120218,3,1,10,27.859596606024173,2,382602.4597727923
Maple Grove,3744.5377032043,4,3,93,7528.446501914094,1,1,1,1.263847257142504,7,648565.0162656191
Mountain Ridge,2087.1816973498994,2,4,64,4173.0654501949575,1,0,5,3.18695310379086,2,380563.7569680331
Sunset Heights,2741.7650508341303,4,1,42,3524.8786645955984,2,1,7,8.260403157554808,2,479503.30545330193
River View,2896.792863758591,2,1,38,3477.0596587789537,2,1,6,20.41014707454155,2,346249.961905523
Pinewood Estates,1039.283369765001,3,4,80,4736.860966908753,2,0,2,26.759893698833675,1,301884.8951511284
Maple Grove,2990.6121160501316,3,4,58,5439.660958238574,1,0,4,14.33831658752492,1,457220.2936697099
River View,1534.1079006092543,4,2,83,8647.593368440546,3,0,2,18.6022203719537,7,347418.00248540094
Pinewood Estates,3883.2109524083653,5,2,87,2959.128747781697,1,0,1,6.466495731071273,5,658504.6828188031
Sunset Heights,1445.988183259339,4,2,85,7879.406779159153,0,1,3,24.344038182568873,3,338397.72964642546
Maple Grove,2243.8723711810712,2,3,92,6251.639313514443,1,0,3,29.052515229250623,1,306854.9944631453
Mountain Ridge,1256.0490042359315,4,2,85,4303.56274140794,0,0,7,8.789369054523327,10,293271.5854942868
Sunset Heights,3990.6227555378423,1,4,43,5942.556676262597,3,0,1,15.349952596415843,6,568468.6042544973
Pinewood Estates,2506.5850309937277,2,1,8,4399.536558216181,2,1,9,3.4973672046848403,1,441549.40088773944
Maple Grove,2786.1550519601315,2,3,36,6768.655641906448,2,0,6,17.214963037426084,9,473884.6465423738
Maple Grove,1201.2294321652826,5,2,73,5470.751382841954,1,1,4,15.580719813553737,2,423125.7416551959
Sunset Heights,3249.8814111975335,3,3,35,3315.24423263103,2,0,3,5.18865804049725,1,634437.1780234256
Maple Grove,1629.7167792867572,2,3,100,2932.664596445574,3,0,3,13.819920180424177,7,333431.410757294
Pinewood Estates,3694.162868322141,3,2,91,6373.565456577041,2,1,2,10.689034910510335,6,458149.12650032726
Sunset Heights,1615.4189214460216,4,3,27,9219.304266288827,1,0,2,16.133095383850492,6,317032.3385655729
Mountain Ridge,1572.0631619909996,1,1,41,4751.661492461484,3,0,10,17.983975727435176,5,342263.54113631026
Sunset Heights,1109.6490035442846,5,4,42,7864.000857780986,0,1,5,1.2463717796090759,4,449977.5883795538
Sunset Heights,2416.200835329998,3,4,84,7269.290839518136,1,0,9,23.069173505537105,4,415237.919052079
Mountain Ridge,2694.5233997878495,2,1,87,9452.439314475847,0,0,2,21.677414463990484,3,278146.1033434611
Pinewood Estates,1197.1259182850572,3,3,41,8567.848138393127,3,0,2,11.622305199989144,10,295230.4480949068
River View,3326.5828500850316,2,2,65,6532.842071243704,1,0,6,2.5351421314957294,8,556284.0568970356
River View,2359.8665042440825,3,3,54,7256.2439858728585,1,1,10,22.893043653766462,7,403491.29934034543
Mountain Ridge,2573.1708079827404,2,1,71,9187.09173267228,3,0,2,28.700079653865842,9,394719.9306639908
Pinewood Estates,2322.2882408146843,4,3,47,5196.150276695478,2,1,4,7.964396284638411,1,422804.1730798235
Maple Grove,2202.289182625978,2,4,90,4614.35764686222,1,0,6,10.3822137983741,7,365619.92795380816
Mountain Ridge,2678.920993924654,2,3,21,2086.4886690815706,1,1,5,6.330573794972634,10,554796.1060589846
River View,1465.7207377921375,1,1,100,8612.408593531713,0,0,1,17.73114757700035,4,126347.55172057971
Pinewood Estates,1545.7843914858133,2,4,26,8407.845603226919,2,1,6,5.490400444776194,7,404856.713611373
Sunset Heights,3585.356863040552,1,3,92,2835.6361448012112,0,0,1,11.329624360380004,1,401975.3782296895
Pinewood Estates,3838.346386400898,5,3,66,6614.859049061602,0,1,3,21.213377404093627,5,545930.7110199686
Pinewood Estates,2119.9279488392585,1,4,12,5711.853585335099,2,1,10,17.243363507271102,3,341441.09323414986
River View,1812.2340194306612,4,2,44,2949.672764072892,2,0,5,12.207414365510122,5,411110.3318995569
River View,2931.998629717047,1,4,9,9844.545816485788,3,1,10,13.187238452418715,4,513183.79894927447
Maple Grove,2226.202513294289,5,2,99,3717.5670997068437,2,0,5,17.301215596073657,2,429585.57158629573
Maple Grove,1076.1590669810346,4,1,8,2537.8734407244892,1,0,10,1.1700771087276778,4,352692.4780263284
Mountain Ridge,1468.4577920985712,3,1,53,6758.779036015277,2,0,6,3.276786185154686,3,351076.09309652395
Sunset Heights,3147.9166865421926,3,4,26,7910.933417064261,3,0,10,26.556483965127338,1,434210.4731785605
Maple Grove,2976.771825730454,1,4,33,2259.5475683774957,3,0,8,3.258490683647432,10,488220.64630673116
River View,1081.2879775104504,1,1,0,7269.741109816177,3,1,5,21.497304290104648,8,303467.4027449893
Pinewood Estates,1665.9164857988483,5,2,31,6258.335007611636,2,0,1,27.681106759162525,5,390631.1856582647
Mountain Ridge,1693.2243897642143,5,1,88,2826.1200710003873,2,0,5,8.849824524750202,4,460659.89315093565
Maple Grove,3015.6782307961853,2,4,92,3380.1910155708965,0,0,3,11.744251674725913,10,400374.6812716268
Pinewood Estates,1059.1316132630925,5,1,70,6543.794378528644,0,0,4,17.49872076949677,5,299632.89873572637
Pinewood Estates,1312.3257459537215,2,4,66,4370.860908106307,1,0,8,26.569560119518957,4,272581.3570398825
Maple Grove,3399.748256119568,4,4,83,9506.525829210528,0,0,7,28.315262030552184,3,403733.81338352093
Sunset Heights,1535.6339861630008,1,1,19,8549.921835872407,1,1,5,22.447334195226773,5,228487.95275669123
Sunset Heights,2958.238323555624,4,2,93,9868.537652109304,3,1,2,3.511973064786127,4,559399.9943725783
Mountain Ridge,1714.5483431401794,5,3,34,4077.366711603312,0,0,6,20.405470510510675,1,265241.03122050397
Sunset Heights,1298.3241782780356,4,1,98,9757.789062383818,2,1,6,12.8988079343072,3,209291.05952308356
Mountain Ridge,1729.5165729983623,4,3,90,5449.8709583324635,0,0,10,14.650328985240787,10,266678.8445891889
River View,3166.8007955669773,4,1,89,4780.150362510038,1,0,10,2.4253033200101344,10,506242.18574339646
Maple Grove,3567.0894043188573,5,3,77,2402.796215754826,0,0,6,6.540802041044388,8,552374.5326562759
Pinewood Estates,3490.6595937009747,4,2,16,2422.122062876821,3,0,9,23.924894618475786,7,536702.8096800405
Mountain Ridge,2191.5505888553644,2,2,17,7536.090047573238,2,0,8,14.164806158387934,2,322551.5728199888
Sunset Heights,3004.2554097119382,5,1,44,5663.431955472223,1,1,8,9.748205007303318,1,446855.69676478475
Mountain Ridge,1614.952886247463,4,4,92,3812.1730082888457,2,1,1,12.136553144983786,3,395164.4577944312
Mountain Ridge,1879.4431907830399,5,3,83,6911.762450601861,2,1,5,25.777585886444726,5,350251.59739194316
Sunset Heights,3689.007455563359,3,4,52,4022.864946000889,1,1,7,22.72097150474375,10,674645.4325039939
Sunset Heights,1039.005770532208,2,4,90,6621.054034755381,2,0,6,8.8971465182514,1,338046.98085752997
Maple Grove,1256.5255925634042,4,4,81,4873.669975861523,2,1,5,4.407553366158826,3,291009.0008497365
Pinewood Estates,1623.658765438082,3,2,67,8588.417812894553,0,0,8,8.30794842767808,3,253511.18028482655
Maple Grove,1079.596611621459,3,1,64,8565.569286134234,2,1,3,27.701937080587278,5,235068.3293264583
Maple Grove,1544.306305269392,5,1,0,5818.8031849792105,2,1,6,17.866076297642906,3,397138.01323779795
Sunset Heights,2749.1246829090765,3,2,57,4806.552874680125,2,1,5,16.470926053598703,9,544508.4479773663
Sunset Heights,2264.273651777494,2,2,25,4900.478372472757,2,1,8,18.295414391081383,1,368006.0929603847
Pinewood Estates,3678.0151332309247,2,1,19,8445.716205345743,1,0,4,11.614819706648943,4,461348.4440142994
Mountain Ridge,3452.330685215323,1,4,86,4625.435862380897,3,1,8,24.40610358926587,10,701298.696705546
Maple Grove,2025.452055093628,2,3,9,3672.4749896547683,0,1,10,16.175301229707244,10,405864.45266761386
Pinewood Estates,1778.2703002938774,3,3,58,2677.5067350024547,2,0,2,4.385689180295071,4,455903.14603076834
Maple Grove,2139.0772245018006,2,3,74,5733.544967075268,2,0,9,4.742888620042826,1,382668.03707295115
Mountain Ridge,2770.8848275444234,5,4,40,5857.056791358735,1,1,9,16.568915248575934,2,536436.6139617698
Maple Grove,1804.1909224686287,1,1,4,8727.269683223258,3,0,10,28.160536324054338,1,217806.77417662734
River View,2872.446723547402,3,2,64,3769.9095715685116,2,0,10,9.942211528609764,6,455750.601461849
Pinewood Estates,2228.2349565737213,1,1,16,5047.930189347199,1,0,6,26.21669389691733,3,203076.03766407908
Sunset Heights,2656.1415425559408,3,4,21,8467.245911149526,0,1,4,23.1587720107875,7,446296.761096464
Maple Grove,2308.37958740595,5,2,97,8588.988885991788,0,0,4,8.186560844300299,5,375529.6047779039
Pinewood Estates,1883.397278625753,1,4,40,5076.888607830146,2,1,6,2.053881701171031,9,450914.51927816076
Pinewood Estates,3845.3599208864703,4,3,92,5672.992186293447,2,1,5,3.9535706891290996,7,748063.3097346999
Maple Grove,3290.8173824792825,3,3,67,4426.287126794263,3,1,6,22.126324081575767,4,528966.6261702224
Sunset Heights,1420.3395272993575,4,4,68,9460.439027354496,3,1,7,6.790422403178754,5,481421.0980479548
Sunset Heights,3605.4039276937383,1,2,10,2949.1501259326424,2,0,7,11.76685669465642,5,403201.6170761449
Maple Grove,2462.293594748541,4,2,55,9469.99538401176,1,1,9,15.54927581418632,5,516539.23896764964
Pinewood Estates,3683.6566806822743,4,1,50,7470.931614682746,3,0,8,22.03857688505472,10,477698.5718747067
Sunset Heights,3399.5657678419457,1,3,20,6252.57722149385,2,1,6,4.283705474514636,9,608559.0048845359
Maple Grove,2275.6405134077004,5,1,98,2261.272486275967,3,0,6,12.784625753046383,10,440400.80666784226
Maple Grove,1067.4079249603521,4,1,75,5804.769534576066,2,1,5,15.067114365138167,3,289234.87053568463
Maple Grove,1806.0320781548382,4,4,25,5261.984840021858,0,0,1,16.68398485517465,6,371774.3991771973
Pinewood Estates,2624.9026439826007,5,4,18,3289.7504958009804,2,1,9,24.732458600461285,8,528620.6660768928
Sunset Heights,2900.434659478442,4,1,59,7251.276828005255,0,1,9,5.9786676562532906,9,436622.8605074985
Pinewood Estates,1773.663056299607,4,3,70,9769.207258946286,3,0,9,24.427112102972046,7,436291.930677755
River View,1418.0682222184723,4,4,46,6497.510488516201,2,1,8,21.093474403202915,3,411516.214522214
Sunset Heights,3504.7907103978973,2,1,70,7718.026211551566,3,1,10,17.120253611769822,1,477404.33229949727
Pinewood Estates,3953.2065421106563,5,1,25,2547.6036205281343,0,1,3,21.286308241674586,4,610927.455983625
Sunset Heights,2577.0705469080576,4,1,39,5341.3359665359585,2,0,1,12.948514429598035,6,434443.80718597944
River View,1515.0378575449104,5,1,4,2930.8678813159668,3,1,8,5.013529993075613,3,408416.321847609
Mountain Ridge,1816.9219795581068,3,1,20,6902.366684292083,0,1,7,20.30719196769565,1,432508.09864940686
Maple Grove,1055.1720296424003,3,1,77,9507.857265713235,3,0,5,16.215496893883046,6,283525.59955477196
Pinewood Estates,3742.896419681497,4,4,3,7294.221859773108,1,0,10,19.54186921574049,1,596518.1765766012
River View,1353.2532486704235,5,3,22,2614.424386515372,0,0,7,10.80196464982621,9,354563.71533399605
River View,2729.5494265427606,5,1,83,4837.329639880663,0,0,10,27.29913074285524,1,415462.13155625126
Sunset Heights,1822.1656620616181,5,2,14,6405.307035526812,0,0,4,18.03372618869173,6,335051.7817495789
Sunset Heights,2662.5340075473805,2,4,92,5225.662049066017,2,1,9,3.476672044435341,1,434756.4520272175
Maple Grove,2954.2611650555928,3,4,7,8669.152083801378,2,1,10,14.044315730428432,7,675237.5972484818
Sunset Heights,3489.225411121605,5,1,40,8517.368037679913,2,1,2,22.934325587565397,3,568291.1223481012
Pinewood Estates,1619.2638152818095,5,4,18,6894.648160825772,1,0,9,24.0299022902359,6,377078.0472441187
Pinewood Estates,1032.9874859754414,2,1,45,4987.663561061642,1,1,9,15.343314530149003,7,250393.93715144234
Pinewood Estates,1410.6568902064218,2,3,27,4042.690990105953,0,0,5,26.94767955410773,1,261988.1958028667
Mountain Ridge,3700.0559255443154,5,3,90,2846.9945457050344,1,0,1,8.762384678634628,1,590112.9448040628
Pinewood Estates,3621.6702326875456,1,4,67,4839.181467892433,3,1,7,12.90736221990973,5,624533.2482768362
Sunset Heights,2792.239306510925,5,4,14,5305.380137661756,0,0,10,27.05931040650013,6,446688.5907286505
Sunset Heights,2801.5505813009604,5,2,98,7406.583400832589,0,0,10,26.991444777675788,9,481110.94333865325
Pinewood Estates,2995.1100236387665,2,4,36,7265.2785943805875,3,1,4,20.885670295915745,1,511239.7786883641
River View,1526.1138358703488,2,2,0,2560.8651171300558,0,0,9,25.910435866544386,4,244757.72321256596
River View,3743.235837774879,5,3,66,5162.074523449262,1,0,6,3.5744247417307475,10,696681.8738809554
River View,2256.3115746762196,5,3,23,3454.2309377388956,2,1,3,26.084854310025513,8,555788.5786986832
Maple Grove,2149.4155847484926,5,1,26,3254.5016425344456,3,0,6,10.297977289956576,10,490549.12827117695
Mountain Ridge,2556.7531158485126,2,3,39,8618.417197897968,1,0,10,6.171613860418273,9,336355.9331462466
Pinewood Estates,1140.8979003251652,5,2,62,2335.3217337300603,3,1,6,7.941725253919344,3,396398.31110240956
Maple Grove,1498.8501062682383,5,4,60,5353.463007216971,3,1,5,13.121086732402725,2,430479.7603849367
River View,3214.100849279111,4,1,35,3345.6292461321455,0,1,2,8.28456813352955,4,540562.3397299466
Pinewood Estates,1248.3960037753793,1,2,97,9034.641725427791,0,1,10,10.296459994478472,2,257101.51808544964
Maple Grove,2809.4563283991647,3,4,92,6456.324106200281,1,0,10,4.91437609607762,1,436306.5943298631
Sunset Heights,1736.047329043963,1,1,23,3851.0450910147842,3,0,2,9.589126201210957,3,242344.61573074295
River View,2167.8868421259294,4,3,23,6019.418297331011,0,1,7,17.596230621718036,7,536115.1464044198
Maple Grove,1866.0812103120998,3,2,3,7851.890877624926,0,0,2,13.813757534640855,1,275893.60578676854
Sunset Heights,2067.0181493948476,5,4,66,9664.94407135547,3,0,6,11.054844075841423,2,419798.24025026045
River View,3157.1377155527366,4,1,33,3763.568033963352,1,1,5,22.647111736856306,1,438038.70403740654
Mountain Ridge,1891.365146869525,5,1,56,9089.45417703476,1,1,4,26.91178917040622,8,370380.8577758364
River View,2699.2139208906915,2,3,48,9474.432913339922,3,0,7,22.946887464169514,5,385854.3510959207
Mountain Ridge,2428.1512065972993,4,4,86,9331.36435625653,1,1,8,10.628020361412696,8,560694.9219720595
Mountain Ridge,2991.0134960879445,2,3,52,7083.314854895279,0,1,4,22.588822867289057,3,323444.6945664948
Mountain Ridge,3810.489217974274,4,3,22,7038.565235477661,3,1,1,5.407425291747485,7,657513.7636887515
Pinewood Estates,3197.7162916307507,4,4,68,5225.685065470582,0,0,1,4.779221654647436,8,535883.4505941311
Pinewood Estates,1644.8211357722703,2,4,94,8019.183058430303,2,1,1,11.02318407404861,6,388551.89304093044
Mountain Ridge,1093.549405183854,3,4,52,6250.352146807455,2,0,1,24.423368702277653,7,386350.0154194207
Sunset Heights,1786.7921328994753,1,2,61,7419.504569826356,1,0,5,8.144099170026754,2,325636.8015020436
Mountain Ridge,2785.2337921007647,5,4,40,5427.663230790364,2,0,4,2.834348858061708,8,507903.356342884
Maple Grove,1154.277440452751,4,1,56,7851.971712345113,0,1,9,4.819576520984297,5,212956.58831729653
Mountain Ridge,2489.0987416037087,5,3,59,8595.772140836392,2,1,3,25.903604087357824,7,523570.3835323725
Pinewood Estates,2790.5285467506674,2,2,53,3171.490052822529,0,1,7,19.37971525767134,1,352768.46034713415
Pinewood Estates,2002.7316724508823,5,4,69,8663.437724593823,1,1,8,8.342833737729324,5,444218.87021538906
Maple Grove,3312.7366112374657,2,2,100,6322.372254322458,1,1,6,17.10357893451726,1,440137.02257860923
Maple Grove,1319.7947594013153,5,4,56,8757.327272721795,0,0,10,16.299809050335163,8,384666.1892107273
River View,1225.4133452074263,1,2,9,5450.413650728116,2,0,1,20.007643374779178,4,178167.70851912105
Sunset Heights,3184.56626861081,1,3,39,5032.32388306428,1,0,8,7.7624390782268735,4,406233.97622936545
Sunset Heights,2486.4739486185954,1,3,6,9320.485860137778,3,1,10,26.06768662863753,2,392274.0424072295
Sunset Heights,3065.207189283208,1,1,37,4009.3541403872105,1,0,3,9.971688300320373,5,351304.65109469346
Pinewood Estates,2304.482015811239,1,1,84,8753.698602289145,2,0,8,21.12981796531087,1,283011.51034044684
Sunset Heights,1739.2060997173203,1,4,60,5872.164580075233,3,1,4,1.4676147447942318,9,377264.5203405792
River View,3457.3069530225994,2,3,83,6112.763540410077,2,1,8,11.80705676693027,5,507804.8848016014
River View,3398.2476369069377,4,2,2,4467.746251915873,0,0,1,11.19958472080544,6,498355.03634519095
Sunset Heights,3084.0894125632803,5,2,50,6584.337604952126,3,0,3,16.761048428907422,2,523866.0916617466
Maple Grove,1816.435411689888,1,2,85,4601.68957020969,2,1,6,3.1093515915386982,10,373644.40054557694
River View,2770.6920006072614,2,1,46,2314.1553139332186,3,1,9,23.91380983805714,10,562817.303472938
Maple Grove,2082.9216908200806,2,2,67,4175.9888427548485,2,1,2,7.315643251259488,1,396602.3662284595
Pinewood Estates,1274.7462199799024,2,1,91,2051.0323472527252,3,1,1,20.634096631578295,4,286913.2025562425
River View,3751.9407263867283,4,1,75,9826.838296454853,2,0,10,24.293151574078703,7,507742.4864858295
Maple Grove,1410.4558927568842,5,4,37,9725.97767855798,0,0,3,17.29443173100388,6,323908.6315645206
Sunset Heights,3850.7120614624073,4,2,35,5161.24237977844,3,1,4,22.48561299493758,10,631221.5278898322
Pinewood Estates,2338.017318873867,3,2,40,7826.966834717168,3,0,5,20.19394905423516,1,349462.6026351153
